graph_id,run,k,join,runtime_ms,cycles,paths
6,1,6,2,0.0136278, 46,12124
7,1,6,2,0.0123422, 48,11102
8,1,6,2,0.00961256, 67,11906
9,1,6,2,0.00919151, 51,11884
0,2,6,2,0.00884748, 41,11242
1,2,6,2,0.0091424, 77,11910
2,2,6,2,0.00922298, 42,12106
3,2,6,2,0.00939369, 69,12222
4,2,6,2,0.00886631, 40,11044
5,2,6,2,0.0100899, 57,11572
6,2,6,2,0.0103228, 46,12124
7,2,6,2,0.00964761, 48,11102
8,2,6,2,0.0100176, 67,11906
9,2,6,2,0.00969028, 51,11884
0,3,6,2,0.00982332, 41,11242
1,3,6,2,0.00932741, 77,11910
2,3,6,2,0.00937939, 42,12106
3,3,6,2,0.00939631, 69,12222
4,3,6,2,0.00977421, 40,11044
5,3,6,2,0.00940037, 57,11572
6,3,6,2,0.0096488, 46,12124
7,3,6,2,0.0090096, 48,11102
8,3,6,2,0.00922012, 67,11906
9,3,6,2,0.0094223, 51,11884
0,4,6,2,0.00892305, 41,11242
1,4,6,2,0.0101528, 77,11910
2,4,6,2,0.00984025, 42,12106
3,4,6,2,0.00978279, 69,12222
4,4,6,2,0.00932717, 40,11044
5,4,6,2,0.00981545, 57,11572
6,4,6,2,0.0100651, 46,12124
7,4,6,2,0.0109863, 48,11102
8,4,6,2,0.0108407, 67,11906
9,4,6,2,0.0103004, 51,11884
0,5,6,2,0.00978684, 41,11242
1,5,6,2,0.0107975, 77,11910
2,5,6,2,0.011137, 42,12106
3,5,6,2,0.0101891, 69,12222
4,5,6,2,0.00990272, 40,11044
5,5,6,2,0.0100393, 57,11572
6,5,6,2,0.0108688, 46,12124
7,5,6,2,0.0100498, 48,11102
8,5,6,2,0.0103157, 67,11906
9,5,6,2,0.0100472, 51,11884
0,6,6,2,0.0100904, 41,11242
1,6,6,2,0.0102546, 77,11910
2,6,6,2,0.0102456, 42,12106
3,6,6,2,0.0100262, 69,12222
4,6,6,2,0.00896049, 40,11044
5,6,6,2,0.00925517, 57,11572
6,6,6,2,0.00954819, 46,12124
7,6,6,2,0.00889111, 48,11102
8,6,6,2,0.00913978, 67,11906
9,6,6,2,0.00912738, 51,11884
0,7,6,2,0.00890946, 41,11242
1,7,6,2,0.0091114, 77,11910
2,7,6,2,0.00910187, 42,12106
3,7,6,2,0.00958252, 69,12222
4,7,6,2,0.0102012, 40,11044
5,7,6,2,0.0108941, 57,11572
6,7,6,2,0.0148578, 46,12124
7,7,6,2,0.0127716, 48,11102
8,7,6,2,0.00998831, 67,11906
9,7,6,2,0.00907373, 51,11884
0,8,6,2,0.00892353, 41,11242
1,8,6,2,0.00925279, 77,11910
2,8,6,2,0.00926518, 42,12106
3,8,6,2,0.00945187, 69,12222
4,8,6,2,0.00886226, 40,11044
5,8,6,2,0.0103114, 57,11572
6,8,6,2,0.010483, 46,12124
7,8,6,2,0.00955606, 48,11102
8,8,6,2,0.00977421, 67,11906
9,8,6,2,0.0100734, 51,11884
0,9,6,2,0.00971508, 41,11242
1,9,6,2,0.00947475, 77,11910
2,9,6,2,0.00936484, 42,12106
3,9,6,2,0.00912428, 69,12222
4,9,6,2,0.0145922, 40,11044
5,9,6,2,0.0109024, 57,11572
6,9,6,2,0.0117579, 46,12124
7,9,6,2,0.018862, 48,11102
8,9,6,2,0.00948262, 67,11906
9,9,6,2,0.00908494, 51,11884
0,0,6,3,0.058799, 41,3876
1,0,6,3,0.0619409, 77,3992
2,0,6,3,0.0647674, 42,4006
3,0,6,3,0.0959558, 69,4036
4,0,6,3,0.0850306, 40,3858
5,0,6,3,0.0620899, 57,3932
6,0,6,3,0.0631046, 46,4062
7,0,6,3,0.0578847, 48,3856
8,0,6,3,0.0737226, 67,3954
9,0,6,3,0.0880232, 51,3954
0,1,6,3,0.0865145, 41,3876
1,1,6,3,0.0974998, 77,3992
2,1,6,3,0.0903504, 42,4006
3,1,6,3,0.0849698, 69,4036
4,1,6,3,0.0618777, 40,3858
5,1,6,3,0.0696237, 57,3932
6,1,6,3,0.079921, 46,4062
7,1,6,3,0.0772371, 48,3856
8,1,6,3,0.0649202, 67,3954
9,1,6,3,0.0606387, 51,3954
0,2,6,3,0.0584657, 41,3876
1,2,6,3,0.0619943, 77,3992
2,2,6,3,0.0778561, 42,4006
3,2,6,3,0.0810003, 69,4036
4,2,6,3,0.0582519, 40,3858
5,2,6,3,0.0602129, 57,3932
6,2,6,3,0.0631847, 46,4062
7,2,6,3,0.0693638, 48,3856
8,2,6,3,0.0838971, 67,3954
9,2,6,3,0.0782876, 51,3954
0,3,6,3,0.0690181, 41,3876
1,3,6,3,0.0730472, 77,3992
2,3,6,3,0.0752208, 42,4006
3,3,6,3,0.0875089, 69,4036
4,3,6,3,0.0738788, 40,3858
5,3,6,3,0.0782232, 57,3932
6,3,6,3,0.0824323, 46,4062
7,3,6,3,0.0729394, 48,3856
8,3,6,3,0.0661497, 67,3954
9,3,6,3,0.0737448, 51,3954
0,4,6,3,0.0723019, 41,3876
1,4,6,3,0.066155, 77,3992
2,4,6,3,0.0713868, 42,4006
3,4,6,3,0.0818975, 69,4036
4,4,6,3,0.0749085, 40,3858
5,4,6,3,0.0764523, 57,3932
6,4,6,3,0.0789721, 46,4062
7,4,6,3,0.0696452, 48,3856
8,4,6,3,0.0718837, 67,3954
9,4,6,3,0.0749228, 51,3954
0,5,6,3,0.073297, 41,3876
1,5,6,3,0.08337, 77,3992
2,5,6,3,0.0756071, 42,4006
3,5,6,3,0.080929, 69,4036
4,5,6,3,0.0698047, 40,3858
5,5,6,3,0.0755482, 57,3932
6,5,6,3,0.0705121, 46,4062
7,5,6,3,0.0753145, 48,3856
8,5,6,3,0.0759342, 67,3954
9,5,6,3,0.0631001, 51,3954
0,6,6,3,0.0732965, 41,3876
1,6,6,3,0.0806873, 77,3992
2,6,6,3,0.0807772, 42,4006
3,6,6,3,0.0818636, 69,4036
4,6,6,3,0.0653419, 40,3858
5,6,6,3,0.0605218, 57,3932
6,6,6,3,0.0641992, 46,4062
7,6,6,3,0.0573747, 48,3856
8,6,6,3,0.0863111, 67,3954
9,6,6,3,0.090126, 51,3954
0,7,6,3,0.0595765, 41,3876
1,7,6,3,0.0622962, 77,3992
2,7,6,3,0.0604417, 42,4006
3,7,6,3,0.0656097, 69,4036
4,7,6,3,0.0745647, 40,3858
5,7,6,3,0.0833848, 57,3932
6,7,6,3,0.0933998, 46,4062
7,7,6,3,0.0818636, 48,3856
8,7,6,3,0.0860474, 67,3954
9,7,6,3,0.0808105, 51,3954
0,8,6,3,0.0575984, 41,3876
1,8,6,3,0.0721447, 77,3992
2,8,6,3,0.0820031, 42,4006
3,8,6,3,0.0923276, 69,4036
4,8,6,3,0.0583711, 40,3858
5,8,6,3,0.0598407, 57,3932
6,8,6,3,0.0625021, 46,4062
7,8,6,3,0.062916, 48,3856
8,8,6,3,0.0941408, 67,3954
9,8,6,3,0.0661149, 51,3954
0,9,6,3,0.058537, 41,3876
1,9,6,3,0.0618327, 77,3992
2,9,6,3,0.0609419, 42,4006
3,9,6,3,0.0929654, 69,4036
4,9,6,3,0.0822966, 40,3858
5,9,6,3,0.0845497, 57,3932
6,9,6,3,0.0875983, 46,4062
7,9,6,3,0.0775733, 48,3856
8,9,6,3,0.0863612, 67,3954
9,9,6,3,0.086879, 51,3954
0,0,6,4,0.132831, 41,1310| 5186
1,0,6,4,0.140887, 77,1348| 5340
2,0,6,4,0.0920596, 42,1326| 5332
3,0,6,4,0.139187, 69,1322| 5358
4,0,6,4,0.0908039, 40,1352| 5210
5,0,6,4,0.0940299, 57,1352| 5284
6,0,6,4,0.126984, 46,1342| 5404
7,0,6,4,0.128092, 48,1330| 5186
8,0,6,4,0.118592, 67,1318| 5272
9,0,6,4,0.120986, 51,1308| 5262
0,1,6,4,0.117764, 41,1310| 5186
1,1,6,4,0.127412, 77,1348| 5340
2,1,6,4,0.136639, 42,1326| 5332
3,1,6,4,0.120467, 69,1322| 5358
4,1,6,4,0.107194, 40,1352| 5210
5,1,6,4,0.114648, 57,1352| 5284
6,1,6,4,0.114125, 46,1342| 5404
7,1,6,4,0.109774, 48,1330| 5186
8,1,6,4,0.125033, 67,1318| 5272
9,1,6,4,0.104666, 51,1308| 5262
0,2,6,4,0.084883, 41,1310| 5186
1,2,6,4,0.0889816, 77,1348| 5340
2,2,6,4,0.120843, 42,1326| 5332
3,2,6,4,0.129636, 69,1322| 5358
4,2,6,4,0.0874901, 40,1352| 5210
5,2,6,4,0.0898223, 57,1352| 5284
6,2,6,4,0.12395, 46,1342| 5404
7,2,6,4,0.132307, 48,1330| 5186
8,2,6,4,0.144828, 67,1318| 5272
9,2,6,4,0.137902, 51,1308| 5262
0,3,6,4,0.105127, 41,1310| 5186
1,3,6,4,0.104286, 77,1348| 5340
2,3,6,4,0.125143, 42,1326| 5332
3,3,6,4,0.114035, 69,1322| 5358
4,3,6,4,0.0840702, 40,1352| 5210
5,3,6,4,0.0867829, 57,1352| 5284
6,3,6,4,0.131281, 46,1342| 5404
7,3,6,4,0.0940483, 48,1330| 5186
8,3,6,4,0.0868871, 67,1318| 5272
9,3,6,4,0.0893338, 51,1308| 5262
0,4,6,4,0.118627, 41,1310| 5186
1,4,6,4,0.137537, 77,1348| 5340
2,4,6,4,0.104893, 42,1326| 5332
3,4,6,4,0.126463, 69,1322| 5358
4,4,6,4,0.12729, 40,1352| 5210
5,4,6,4,0.124299, 57,1352| 5284
6,4,6,4,0.143484, 46,1342| 5404
7,4,6,4,0.0939243, 48,1330| 5186
8,4,6,4,0.119191, 67,1318| 5272
9,4,6,4,0.0946684, 51,1308| 5262
0,5,6,4,0.119452, 41,1310| 5186
1,5,6,4,0.120471, 77,1348| 5340
2,5,6,4,0.124217, 42,1326| 5332
3,5,6,4,0.121698, 69,1322| 5358
4,5,6,4,0.113834, 40,1352| 5210
5,5,6,4,0.121254, 57,1352| 5284
6,5,6,4,0.135798, 46,1342| 5404
7,5,6,4,0.123973, 48,1330| 5186
8,5,6,4,0.123904, 67,1318| 5272
9,5,6,4,0.0910089, 51,1308| 5262
0,6,6,4,0.114131, 41,1310| 5186
1,6,6,4,0.0922971, 77,1348| 5340
2,6,6,4,0.124432, 42,1326| 5332
3,6,6,4,0.136384, 69,1322| 5358
4,6,6,4,0.110024, 40,1352| 5210
5,6,6,4,0.0877256, 57,1352| 5284
6,6,6,4,0.0899456, 46,1342| 5404
7,6,6,4,0.0844562, 48,1330| 5186
8,6,6,4,0.133019, 67,1318| 5272
9,6,6,4,0.104427, 51,1308| 5262
0,7,6,4,0.0840752, 41,1310| 5186
1,7,6,4,0.0885456, 77,1348| 5340
2,7,6,4,0.138151, 42,1326| 5332
3,7,6,4,0.146024, 69,1322| 5358
4,7,6,4,0.139945, 40,1352| 5210
5,7,6,4,0.130827, 57,1352| 5284
6,7,6,4,0.1064, 46,1342| 5404
7,7,6,4,0.100489, 48,1330| 5186
8,7,6,4,0.126682, 67,1318| 5272
9,7,6,4,0.0911961, 51,1308| 5262
0,8,6,4,0.0836983, 41,1310| 5186
1,8,6,4,0.089052, 77,1348| 5340
2,8,6,4,0.133517, 42,1326| 5332
3,8,6,4,0.0909469, 69,1322| 5358
4,8,6,4,0.0834658, 40,1352| 5210
5,8,6,4,0.086998, 57,1352| 5284
6,8,6,4,0.139473, 46,1342| 5404
7,8,6,4,0.127855, 48,1330| 5186
8,8,6,4,0.132233, 67,1318| 5272
9,8,6,4,0.133233, 51,1308| 5262
0,9,6,4,0.13845, 41,1310| 5186
1,9,6,4,0.150617, 77,1348| 5340
2,9,6,4,0.11434, 42,1326| 5332
3,9,6,4,0.117837, 69,1322| 5358
4,9,6,4,0.113796, 40,1352| 5210
5,9,6,4,0.109791, 57,1352| 5284
6,9,6,4,0.120363, 46,1342| 5404
7,9,6,4,0.12626, 48,1330| 5186
8,9,6,4,0.136021, 67,1318| 5272
9,9,6,4,0.112526, 51,1308| 5262
0,0,7,2,0.0295057, 116,11242| 43848
1,0,7,2,0.0256164, 136,11910| 47374
2,0,7,2,0.0252948, 159,12106| 48310
3,0,7,2,0.0278621, 142,12222| 49056
4,0,7,2,0.0237029, 98,11044| 42390
5,0,7,2,0.0265594, 129,11572| 45302
6,0,7,2,0.0282481, 128,12124| 47870
7,0,7,2,0.0245016, 129,11102| 43186
8,0,7,2,0.0267494, 182,11906| 48134
9,0,7,2,0.0250928, 140,11884| 47470
0,1,7,2,0.0235641, 116,11242| 43848
1,1,7,2,0.0240247, 136,11910| 47374
2,1,7,2,0.0238013, 159,12106| 48310
3,1,7,2,0.0233667, 142,12222| 49056
4,1,7,2,0.0206325, 98,11044| 42390
5,1,7,2,0.0217028, 129,11572| 45302
6,1,7,2,0.0229514, 128,12124| 47870
7,1,7,2,0.0321736, 129,11102| 43186
8,1,7,2,0.0321031, 182,11906| 48134
9,1,7,2,0.0325322, 140,11884| 47470
0,2,7,2,0.0221634, 116,11242| 43848
1,2,7,2,0.0227487, 136,11910| 47374
2,2,7,2,0.024061, 159,12106| 48310
3,2,7,2,0.0239542, 142,12222| 49056
4,2,7,2,0.025074, 98,11044| 42390
5,2,7,2,0.026721, 129,11572| 45302
6,2,7,2,0.0274999, 128,12124| 47870
7,2,7,2,0.0250666, 129,11102| 43186
8,2,7,2,0.0243959, 182,11906| 48134
9,2,7,2,0.0376782, 140,11884| 47470
0,3,7,2,0.0332878, 116,11242| 43848
1,3,7,2,0.0356107, 136,11910| 47374
2,3,7,2,0.0231919, 159,12106| 48310
3,3,7,2,0.0244415, 142,12222| 49056
4,3,7,2,0.021131, 98,11044| 42390
5,3,7,2,0.0219762, 129,11572| 45302
6,3,7,2,0.0234637, 128,12124| 47870
7,3,7,2,0.0205257, 129,11102| 43186
8,3,7,2,0.0227704, 182,11906| 48134
9,3,7,2,0.0383036, 140,11884| 47470
0,4,7,2,0.0329278, 116,11242| 43848
1,4,7,2,0.0361357, 136,11910| 47374
2,4,7,2,0.0311899, 159,12106| 48310
3,4,7,2,0.0235512, 142,12222| 49056
4,4,7,2,0.0224631, 98,11044| 42390
5,4,7,2,0.0224736, 129,11572| 45302
6,4,7,2,0.0232286, 128,12124| 47870
7,4,7,2,0.0209923, 129,11102| 43186
8,4,7,2,0.0226953, 182,11906| 48134
9,4,7,2,0.0224509, 140,11884| 47470
0,5,7,2,0.0244827, 116,11242| 43848
1,5,7,2,0.0370281, 136,11910| 47374
2,5,7,2,0.035748, 159,12106| 48310
3,5,7,2,0.0351894, 142,12222| 49056
4,5,7,2,0.0312715, 98,11044| 42390
5,5,7,2,0.0449333, 129,11572| 45302
6,5,7,2,0.0448983, 128,12124| 47870
7,5,7,2,0.0323191, 129,11102| 43186
8,5,7,2,0.0361817, 182,11906| 48134
9,5,7,2,0.0324216, 140,11884| 47470
0,6,7,2,0.0388629, 116,11242| 43848
1,6,7,2,0.0275242, 136,11910| 47374
2,6,7,2,0.0318458, 159,12106| 48310
3,6,7,2,0.0250206, 142,12222| 49056
4,6,7,2,0.0205338, 98,11044| 42390
5,6,7,2,0.022063, 129,11572| 45302
6,6,7,2,0.0375326, 128,12124| 47870
7,6,7,2,0.0329704, 129,11102| 43186
8,6,7,2,0.0355976, 182,11906| 48134
9,6,7,2,0.0284865, 140,11884| 47470
0,7,7,2,0.0333133, 116,11242| 43848
1,7,7,2,0.0233464, 136,11910| 47374
2,7,7,2,0.0230281, 159,12106| 48310
3,7,7,2,0.0231967, 142,12222| 49056
4,7,7,2,0.0208333, 98,11044| 42390
5,7,7,2,0.0217202, 129,11572| 45302
6,7,7,2,0.0227807, 128,12124| 47870
7,7,7,2,0.0204897, 129,11102| 43186
8,7,7,2,0.0245545, 182,11906| 48134
9,7,7,2,0.0381107, 140,11884| 47470
0,8,7,2,0.0262325, 116,11242| 43848
1,8,7,2,0.0347943, 136,11910| 47374
2,8,7,2,0.0232661, 159,12106| 48310
3,8,7,2,0.0230672, 142,12222| 49056
4,8,7,2,0.0207152, 98,11044| 42390
5,8,7,2,0.0217698, 129,11572| 45302
6,8,7,2,0.0227644, 128,12124| 47870
7,8,7,2,0.0204563, 129,11102| 43186
8,8,7,2,0.0225666, 182,11906| 48134
9,8,7,2,0.0239568, 140,11884| 47470
0,9,7,2,0.0332925, 116,11242| 43848
1,9,7,2,0.0308235, 136,11910| 47374
2,9,7,2,0.0259063, 159,12106| 48310
3,9,7,2,0.0241692, 142,12222| 49056
4,9,7,2,0.0210714, 98,11044| 42390
5,9,7,2,0.0222342, 129,11572| 45302
6,9,7,2,0.0243244, 128,12124| 47870
7,9,7,2,0.0224309, 129,11102| 43186
8,9,7,2,0.0248408, 182,11906| 48134
9,9,7,2,0.0242944, 140,11884| 47470
0,0,7,3,0.0785816, 116,3876| 15118
1,0,7,3,0.102215, 136,3992| 15902
2,0,7,3,0.0851488, 159,4006| 16112
3,0,7,3,0.0843568, 142,4036| 16258
4,0,7,3,0.0971251, 98,3858| 14902
5,0,7,3,0.0697834, 129,3932| 15504
6,0,7,3,0.0724773, 128,4062| 16186
7,0,7,3,0.0868034, 129,3856| 14958
8,0,7,3,0.0710373, 182,3954| 15860
9,0,7,3,0.0656092, 140,3954| 15838
0,1,7,3,0.0770299, 116,3876| 15118
1,1,7,3,0.0826802, 136,3992| 15902
2,1,7,3,0.0749798, 159,4006| 16112
3,1,7,3,0.0992196, 142,4036| 16258
4,1,7,3,0.0732076, 98,3858| 14902
5,1,7,3,0.0729039, 129,3932| 15504
6,1,7,3,0.0912728, 128,4062| 16186
7,1,7,3,0.0889819, 129,3856| 14958
8,1,7,3,0.0864828, 182,3954| 15860
9,1,7,3,0.0966992, 140,3954| 15838
0,2,7,3,0.0864408, 116,3876| 15118
1,2,7,3,0.0735617, 136,3992| 15902
2,2,7,3,0.0689747, 159,4006| 16112
3,2,7,3,0.0955236, 142,4036| 16258
4,2,7,3,0.0678978, 98,3858| 14902
5,2,7,3,0.0727372, 129,3932| 15504
6,2,7,3,0.0904937, 128,4062| 16186
7,2,7,3,0.074332, 129,3856| 14958
8,2,7,3,0.0929768, 182,3954| 15860
9,2,7,3,0.0860748, 140,3954| 15838
0,3,7,3,0.0638981, 116,3876| 15118
1,3,7,3,0.0666263, 136,3992| 15902
2,3,7,3,0.0664988, 159,4006| 16112
3,3,7,3,0.105433, 142,4036| 16258
4,3,7,3,0.0961697, 98,3858| 14902
5,3,7,3,0.0737259, 129,3932| 15504
6,3,7,3,0.068043, 128,4062| 16186
7,3,7,3,0.0613303, 129,3856| 14958
8,3,7,3,0.0923645, 182,3954| 15860
9,3,7,3,0.0979602, 140,3954| 15838
0,4,7,3,0.0968478, 116,3876| 15118
1,4,7,3,0.106848, 136,3992| 15902
2,4,7,3,0.104358, 159,4006| 16112
3,4,7,3,0.100151, 142,4036| 16258
4,4,7,3,0.077528, 98,3858| 14902
5,4,7,3,0.0686226, 129,3932| 15504
6,4,7,3,0.0818908, 128,4062| 16186
7,4,7,3,0.0887961, 129,3856| 14958
8,4,7,3,0.0746069, 182,3954| 15860
9,4,7,3,0.0653641, 140,3954| 15838
0,5,7,3,0.063225, 116,3876| 15118
1,5,7,3,0.0681231, 136,3992| 15902
2,5,7,3,0.101434, 159,4006| 16112
3,5,7,3,0.076597, 142,4036| 16258
4,5,7,3,0.0634873, 98,3858| 14902
5,5,7,3,0.0642381, 129,3932| 15504
6,5,7,3,0.0706143, 128,4062| 16186
7,5,7,3,0.0894165, 129,3856| 14958
8,5,7,3,0.0878096, 182,3954| 15860
9,5,7,3,0.0846744, 140,3954| 15838
0,6,7,3,0.0748727, 116,3876| 15118
1,6,7,3,0.089051, 136,3992| 15902
2,6,7,3,0.0887356, 159,4006| 16112
3,6,7,3,0.0898354, 142,4036| 16258
4,6,7,3,0.0842226, 98,3858| 14902
5,6,7,3,0.091445, 129,3932| 15504
6,6,7,3,0.0897174, 128,4062| 16186
7,6,7,3,0.0608478, 129,3856| 14958
8,6,7,3,0.0888686, 182,3954| 15860
9,6,7,3,0.0810339, 140,3954| 15838
0,7,7,3,0.0707736, 116,3876| 15118
1,7,7,3,0.0903471, 136,3992| 15902
2,7,7,3,0.0935938, 159,4006| 16112
3,7,7,3,0.087635, 142,4036| 16258
4,7,7,3,0.0845256, 98,3858| 14902
5,7,7,3,0.0740783, 129,3932| 15504
6,7,7,3,0.0804355, 128,4062| 16186
7,7,7,3,0.0735428, 129,3856| 14958
8,7,7,3,0.0899003, 182,3954| 15860
9,7,7,3,0.0874617, 140,3954| 15838
0,8,7,3,0.0765507, 116,3876| 15118
1,8,7,3,0.092736, 136,3992| 15902
2,8,7,3,0.0800493, 159,4006| 16112
3,8,7,3,0.0778008, 142,4036| 16258
4,8,7,3,0.080951, 98,3858| 14902
5,8,7,3,0.0704298, 129,3932| 15504
6,8,7,3,0.0784812, 128,4062| 16186
7,8,7,3,0.0899117, 129,3856| 14958
8,8,7,3,0.0803108, 182,3954| 15860
9,8,7,3,0.0853746, 140,3954| 15838
0,9,7,3,0.0902758, 116,3876| 15118
1,9,7,3,0.0709507, 136,3992| 15902
2,9,7,3,0.0669031, 159,4006| 16112
3,9,7,3,0.0673599, 142,4036| 16258
4,9,7,3,0.0939333, 98,3858| 14902
5,9,7,3,0.0977159, 129,3932| 15504
6,9,7,3,0.0720346, 128,4062| 16186
7,9,7,3,0.0625973, 129,3856| 14958
8,9,7,3,0.0659387, 182,3954| 15860
9,9,7,3,0.0894501, 140,3954| 15838
0,0,7,4,0.329916, 116,1310| 5186
1,0,7,4,0.344586, 136,1348| 5340
2,0,7,4,0.302455, 159,1326| 5332
3,0,7,4,0.258229, 142,1322| 5358
4,0,7,4,0.283983, 98,1352| 5210
5,0,7,4,0.260552, 129,1352| 5284
6,0,7,4,0.333166, 128,1342| 5404
7,0,7,4,0.310278, 129,1330| 5186
8,0,7,4,0.328207, 182,1318| 5272
9,0,7,4,0.283432, 140,1308| 5262
0,1,7,4,0.271764, 116,1310| 5186
1,1,7,4,0.303358, 136,1348| 5340
2,1,7,4,0.323706, 159,1326| 5332
3,1,7,4,0.309655, 142,1322| 5358
4,1,7,4,0.270537, 98,1352| 5210
5,1,7,4,0.312092, 129,1352| 5284
6,1,7,4,0.267972, 128,1342| 5404
7,1,7,4,0.260464, 129,1330| 5186
8,1,7,4,0.24654, 182,1318| 5272
9,1,7,4,0.337713, 140,1308| 5262
0,2,7,4,0.306048, 116,1310| 5186
1,2,7,4,0.27605, 136,1348| 5340
2,2,7,4,0.284839, 159,1326| 5332
3,2,7,4,0.298087, 142,1322| 5358
4,2,7,4,0.223415, 98,1352| 5210
5,2,7,4,0.305697, 129,1352| 5284
6,2,7,4,0.34727, 128,1342| 5404
7,2,7,4,0.298523, 129,1330| 5186
8,2,7,4,0.297046, 182,1318| 5272
9,2,7,4,0.276809, 140,1308| 5262
0,3,7,4,0.276451, 116,1310| 5186
1,3,7,4,0.315116, 136,1348| 5340
2,3,7,4,0.33121, 159,1326| 5332
3,3,7,4,0.30716, 142,1322| 5358
4,3,7,4,0.25789, 98,1352| 5210
5,3,7,4,0.283477, 129,1352| 5284
6,3,7,4,0.264374, 128,1342| 5404
7,3,7,4,0.256446, 129,1330| 5186
8,3,7,4,0.274071, 182,1318| 5272
9,3,7,4,0.315668, 140,1308| 5262
0,4,7,4,0.297398, 116,1310| 5186
1,4,7,4,0.284008, 136,1348| 5340
2,4,7,4,0.269979, 159,1326| 5332
3,4,7,4,0.305453, 142,1322| 5358
4,4,7,4,0.223771, 98,1352| 5210
5,4,7,4,0.313415, 129,1352| 5284
6,4,7,4,0.343363, 128,1342| 5404
7,4,7,4,0.290035, 129,1330| 5186
8,4,7,4,0.300185, 182,1318| 5272
9,4,7,4,0.300685, 140,1308| 5262
0,5,7,4,0.285398, 116,1310| 5186
1,5,7,4,0.323254, 136,1348| 5340
2,5,7,4,0.318602, 159,1326| 5332
3,5,7,4,0.299974, 142,1322| 5358
4,5,7,4,0.280915, 98,1352| 5210
5,5,7,4,0.26814, 129,1352| 5284
6,5,7,4,0.283631, 128,1342| 5404
7,5,7,4,0.236988, 129,1330| 5186
8,5,7,4,0.297676, 182,1318| 5272
9,5,7,4,0.316791, 140,1308| 5262
0,6,7,4,0.287081, 116,1310| 5186
1,6,7,4,0.303708, 136,1348| 5340
2,6,7,4,0.250425, 159,1326| 5332
3,6,7,4,0.292355, 142,1322| 5358
4,6,7,4,0.233794, 98,1352| 5210
5,6,7,4,0.305252, 129,1352| 5284
6,6,7,4,0.357305, 128,1342| 5404
7,6,7,4,0.284377, 129,1330| 5186
8,6,7,4,0.292543, 182,1318| 5272
9,6,7,4,0.323896, 140,1308| 5262
0,7,7,4,0.308449, 116,1310| 5186
1,7,7,4,0.347851, 136,1348| 5340
2,7,7,4,0.320666, 159,1326| 5332
3,7,7,4,0.331944, 142,1322| 5358
4,7,7,4,0.291159, 98,1352| 5210
5,7,7,4,0.246243, 129,1352| 5284
6,7,7,4,0.313953, 128,1342| 5404
7,7,7,4,0.228406, 129,1330| 5186
8,7,7,4,0.345984, 182,1318| 5272
9,7,7,4,0.34015, 140,1308| 5262
0,8,7,4,0.258934, 116,1310| 5186
1,8,7,4,0.282099, 136,1348| 5340
2,8,7,4,0.281721, 159,1326| 5332
3,8,7,4,0.256742, 142,1322| 5358
4,8,7,4,0.267789, 98,1352| 5210
5,8,7,4,0.293765, 129,1352| 5284
6,8,7,4,0.357605, 128,1342| 5404
7,8,7,4,0.256383, 129,1330| 5186
8,8,7,4,0.288747, 182,1318| 5272
9,8,7,4,0.31155, 140,1308| 5262
0,9,7,4,0.262179, 116,1310| 5186
1,9,7,4,0.32033, 136,1348| 5340
2,9,7,4,0.288861, 159,1326| 5332
3,9,7,4,0.29654, 142,1322| 5358
4,9,7,4,0.267866, 98,1352| 5210
5,9,7,4,0.247378, 129,1352| 5284
6,9,7,4,0.292044, 128,1342| 5404
7,9,7,4,0.224808, 129,1330| 5186
8,9,7,4,0.313359, 182,1318| 5272
9,9,7,4,0.306072, 140,1308| 5262
0,0,8,2,0.0308149, 313,32606
1,0,8,2,0.0243793, 372,35464
2,0,8,2,0.0271792, 351,36204
3,0,8,2,0.0224361, 446,36834
4,0,8,2,0.018868, 220,31346
5,0,8,2,0.0202293, 315,33730
6,0,8,2,0.0367889, 316,35746
7,0,8,2,0.0255094, 326,32084
8,0,8,2,0.0255585, 409,36228
9,0,8,2,0.0348752, 411,35586
0,1,8,2,0.0358615, 313,32606
1,1,8,2,0.0218778, 372,35464
2,1,8,2,0.0212953, 351,36204
3,1,8,2,0.021934, 446,36834
4,1,8,2,0.0193024, 220,31346
5,1,8,2,0.0202131, 315,33730
6,1,8,2,0.022094, 316,35746
7,1,8,2,0.019455, 326,32084
8,1,8,2,0.0210567, 409,36228
9,1,8,2,0.0211227, 411,35586
0,2,8,2,0.0332677, 313,32606
1,2,8,2,0.0318084, 372,35464
2,2,8,2,0.0286403, 351,36204
3,2,8,2,0.0220857, 446,36834
4,2,8,2,0.0191629, 220,31346
5,2,8,2,0.0204785, 315,33730
6,2,8,2,0.021189, 316,35746
7,2,8,2,0.0193796, 326,32084
8,2,8,2,0.0211492, 409,36228
9,2,8,2,0.0207894, 411,35586
0,3,8,2,0.0206697, 313,32606
1,3,8,2,0.0273628, 372,35464
2,3,8,2,0.0366254, 351,36204
3,3,8,2,0.0239437, 446,36834
4,3,8,2,0.0208044, 220,31346
5,3,8,2,0.0208018, 315,33730
6,3,8,2,0.0217276, 316,35746
7,3,8,2,0.0207615, 326,32084
8,3,8,2,0.0244379, 409,36228
9,3,8,2,0.0230112, 411,35586
0,4,8,2,0.0227573, 313,32606
1,4,8,2,0.0230374, 372,35464
2,4,8,2,0.024168, 351,36204
3,4,8,2,0.0244234, 446,36834
4,4,8,2,0.0223193, 220,31346
