graph_id,run,k,join,runtime_ms,cycles,paths
5,4,8,2,0.0228026, 315,33730
6,4,8,2,0.0245309, 316,35746
7,4,8,2,0.023016, 326,32084
8,4,8,2,0.0246079, 409,36228
9,4,8,2,0.0238836, 411,35586
0,5,8,2,0.0226014, 313,32606
1,5,8,2,0.0233703, 372,35464
2,5,8,2,0.023253, 351,36204
3,5,8,2,0.0230932, 446,36834
4,5,8,2,0.0199616, 220,31346
5,5,8,2,0.0208583, 315,33730
6,5,8,2,0.0213606, 316,35746
7,5,8,2,0.0193629, 326,32084
8,5,8,2,0.021148, 409,36228
9,5,8,2,0.0253537, 411,35586
0,6,8,2,0.0282457, 313,32606
1,6,8,2,0.033252, 372,35464
2,6,8,2,0.0241852, 351,36204
3,6,8,2,0.0221891, 446,36834
4,6,8,2,0.0192213, 220,31346
5,6,8,2,0.020633, 315,33730
6,6,8,2,0.0216713, 316,35746
7,6,8,2,0.022403, 326,32084
8,6,8,2,0.0247302, 409,36228
9,6,8,2,0.0244303, 411,35586
0,7,8,2,0.0230014, 313,32606
1,7,8,2,0.0229208, 372,35464
2,7,8,2,0.0244031, 351,36204
3,7,8,2,0.0270679, 446,36834
4,7,8,2,0.0201778, 220,31346
5,7,8,2,0.0208361, 315,33730
6,7,8,2,0.0214679, 316,35746
7,7,8,2,0.0199573, 326,32084
8,7,8,2,0.02391, 409,36228
9,7,8,2,0.022434, 411,35586
0,8,8,2,0.0213585, 313,32606
1,8,8,2,0.0227165, 372,35464
2,8,8,2,0.024631, 351,36204
3,8,8,2,0.0247583, 446,36834
4,8,8,2,0.0218468, 220,31346
5,8,8,2,0.022939, 315,33730
6,8,8,2,0.0249965, 316,35746
7,8,8,2,0.0227025, 326,32084
8,8,8,2,0.0248339, 409,36228
9,8,8,2,0.0242496, 411,35586
0,9,8,2,0.0226853, 313,32606
1,9,8,2,0.0229642, 372,35464
2,9,8,2,0.0225685, 351,36204
3,9,8,2,0.0232852, 446,36834
4,9,8,2,0.0200224, 220,31346
5,9,8,2,0.0209713, 315,33730
6,9,8,2,0.0214612, 316,35746
7,9,8,2,0.0192673, 326,32084
8,9,8,2,0.0211751, 409,36228
9,9,8,2,0.0216763, 411,35586
0,0,8,3,0.267924, 313,3876| 15118
1,0,8,3,0.396351, 372,3992| 15902
2,0,8,3,0.173186, 351,4006| 16112
3,0,8,3,0.323381, 446,4036| 16258
4,0,8,3,0.154197, 220,3858| 14902
5,0,8,3,0.346011, 315,3932| 15504
6,0,8,3,0.175837, 316,4062| 16186
7,0,8,3,0.153137, 326,3856| 14958
8,0,8,3,0.170975, 409,3954| 15860
9,0,8,3,0.171411, 411,3954| 15838
0,1,8,3,0.158804, 313,3876| 15118
1,1,8,3,0.170436, 372,3992| 15902
2,1,8,3,0.171897, 351,4006| 16112
3,1,8,3,0.177188, 446,4036| 16258
4,1,8,3,0.156662, 220,3858| 14902
5,1,8,3,0.279355, 315,3932| 15504
6,1,8,3,0.366424, 316,4062| 16186
7,1,8,3,0.153779, 326,3856| 14958
8,1,8,3,0.170024, 409,3954| 15860
9,1,8,3,0.297588, 411,3954| 15838
0,2,8,3,0.158031, 313,3876| 15118
1,2,8,3,0.169991, 372,3992| 15902
2,2,8,3,0.202061, 351,4006| 16112
3,2,8,3,0.179575, 446,4036| 16258
4,2,8,3,0.156778, 220,3858| 14902
5,2,8,3,0.268479, 315,3932| 15504
6,2,8,3,0.40767, 316,4062| 16186
7,2,8,3,0.330152, 326,3856| 14958
8,2,8,3,0.360034, 409,3954| 15860
9,2,8,3,0.34412, 411,3954| 15838
0,3,8,3,0.325519, 313,3876| 15118
1,3,8,3,0.383832, 372,3992| 15902
2,3,8,3,0.357159, 351,4006| 16112
3,3,8,3,0.237257, 446,4036| 16258
4,3,8,3,0.153993, 220,3858| 14902
5,3,8,3,0.304483, 315,3932| 15504
6,3,8,3,0.178279, 316,4062| 16186
7,3,8,3,0.429894, 326,3856| 14958
8,3,8,3,0.205458, 409,3954| 15860
9,3,8,3,0.264283, 411,3954| 15838
0,4,8,3,0.157792, 313,3876| 15118
1,4,8,3,0.26209, 372,3992| 15902
2,4,8,3,0.204245, 351,4006| 16112
3,4,8,3,0.36968, 446,4036| 16258
4,4,8,3,0.347872, 220,3858| 14902
5,4,8,3,0.311588, 315,3932| 15504
6,4,8,3,0.258274, 316,4062| 16186
7,4,8,3,0.436313, 326,3856| 14958
8,4,8,3,0.40983, 409,3954| 15860
9,4,8,3,0.399373, 411,3954| 15838
0,5,8,3,0.258086, 313,3876| 15118
1,5,8,3,0.35105, 372,3992| 15902
2,5,8,3,0.202349, 351,4006| 16112
3,5,8,3,0.279423, 446,4036| 16258
4,5,8,3,0.176034, 220,3858| 14902
5,5,8,3,0.236878, 315,3932| 15504
6,5,8,3,0.416966, 316,4062| 16186
7,5,8,3,0.19602, 326,3856| 14958
8,5,8,3,0.239526, 409,3954| 15860
9,5,8,3,0.223338, 411,3954| 15838
0,6,8,3,0.204395, 313,3876| 15118
1,6,8,3,0.235082, 372,3992| 15902
2,6,8,3,0.375841, 351,4006| 16112
3,6,8,3,0.542405, 446,4036| 16258
4,6,8,3,0.247911, 220,3858| 14902
5,6,8,3,0.323279, 315,3932| 15504
6,6,8,3,0.422618, 316,4062| 16186
7,6,8,3,0.367472, 326,3856| 14958
8,6,8,3,0.305748, 409,3954| 15860
9,6,8,3,0.352985, 411,3954| 15838
0,7,8,3,0.282272, 313,3876| 15118
1,7,8,3,0.170771, 372,3992| 15902
2,7,8,3,0.322871, 351,4006| 16112
3,7,8,3,0.175999, 446,4036| 16258
4,7,8,3,0.45684, 220,3858| 14902
5,7,8,3,0.216622, 315,3932| 15504
6,7,8,3,0.282161, 316,4062| 16186
7,7,8,3,0.152229, 326,3856| 14958
8,7,8,3,0.275345, 409,3954| 15860
9,7,8,3,0.195814, 411,3954| 15838
0,8,8,3,0.40501, 313,3876| 15118
1,8,8,3,0.495724, 372,3992| 15902
2,8,8,3,0.283907, 351,4006| 16112
3,8,8,3,0.344519, 446,4036| 16258
4,8,8,3,0.312951, 220,3858| 14902
5,8,8,3,0.415067, 315,3932| 15504
6,8,8,3,0.366065, 316,4062| 16186
7,8,8,3,0.242321, 326,3856| 14958
8,8,8,3,0.374944, 409,3954| 15860
9,8,8,3,0.170919, 411,3954| 15838
0,9,8,3,0.298525, 313,3876| 15118
1,9,8,3,0.170986, 372,3992| 15902
2,9,8,3,0.469441, 351,4006| 16112
3,9,8,3,0.256611, 446,4036| 16258
4,9,8,3,0.256878, 220,3858| 14902
5,9,8,3,0.164991, 315,3932| 15504
6,9,8,3,0.277974, 316,4062| 16186
7,9,8,3,0.152992, 326,3856| 14958
8,9,8,3,0.361845, 409,3954| 15860
9,9,8,3,0.557254, 411,3954| 15838
0,0,8,4,0.894624, 313,3876
1,0,8,4,1.02496, 372,3992
2,0,8,4,0.890956, 351,4006
3,0,8,4,0.986942, 446,4036
4,0,8,4,0.742011, 220,3858
5,0,8,4,0.859587, 315,3932
6,0,8,4,1.02185, 316,4062
7,0,8,4,0.836789, 326,3856
8,0,8,4,0.983532, 409,3954
9,0,8,4,0.828507, 411,3954
0,1,8,4,0.854213, 313,3876
1,1,8,4,0.832588, 372,3992
2,1,8,4,0.958658, 351,4006
3,1,8,4,0.994223, 446,4036
4,1,8,4,0.848138, 220,3858
5,1,8,4,0.819067, 315,3932
6,1,8,4,0.953808, 316,4062
7,1,8,4,0.739628, 326,3856
8,1,8,4,0.92484, 409,3954
9,1,8,4,0.948702, 411,3954
0,2,8,4,0.849667, 313,3876
1,2,8,4,0.950683, 372,3992
2,2,8,4,0.850687, 351,4006
3,2,8,4,0.992843, 446,4036
4,2,8,4,0.730161, 220,3858
5,2,8,4,0.868824, 315,3932
6,2,8,4,0.959753, 316,4062
7,2,8,4,0.777497, 326,3856
8,2,8,4,0.935353, 409,3954
9,2,8,4,0.874313, 411,3954
0,3,8,4,0.847127, 313,3876
1,3,8,4,0.837156, 372,3992
2,3,8,4,0.954145, 351,4006
3,3,8,4,1.03574, 446,4036
4,3,8,4,0.792696, 220,3858
5,3,8,4,0.852953, 315,3932
6,3,8,4,0.933004, 316,4062
7,3,8,4,0.738076, 326,3856
8,3,8,4,0.912379, 409,3954
9,3,8,4,0.915531, 411,3954
0,4,8,4,0.892314, 313,3876
1,4,8,4,0.919161, 372,3992
2,4,8,4,0.840902, 351,4006
3,4,8,4,0.970164, 446,4036
4,4,8,4,0.746855, 220,3858
5,4,8,4,0.851902, 315,3932
6,4,8,4,0.999553, 316,4062
7,4,8,4,0.852993, 326,3856
8,4,8,4,0.899302, 409,3954
9,4,8,4,0.849156, 411,3954
0,5,8,4,0.838045, 313,3876
1,5,8,4,0.845063, 372,3992
2,5,8,4,0.972706, 351,4006
3,5,8,4,0.984234, 446,4036
4,5,8,4,0.824653, 220,3858
5,5,8,4,0.824096, 315,3932
6,5,8,4,0.897335, 316,4062
7,5,8,4,0.77339, 326,3856
8,5,8,4,0.833694, 409,3954
9,5,8,4,1.00898, 411,3954
0,6,8,4,0.867644, 313,3876
1,6,8,4,0.977771, 372,3992
2,6,8,4,0.886478, 351,4006
3,6,8,4,0.999979, 446,4036
4,6,8,4,0.731611, 220,3858
5,6,8,4,0.838501, 315,3932
6,6,8,4,0.980376, 316,4062
7,6,8,4,0.824617, 326,3856
8,6,8,4,0.996315, 409,3954
9,6,8,4,0.848793, 411,3954
0,7,8,4,0.919664, 313,3876
1,7,8,4,0.890776, 372,3992
2,7,8,4,0.989348, 351,4006
3,7,8,4,1.09285, 446,4036
4,7,8,4,0.908344, 220,3858
5,7,8,4,0.870009, 315,3932
6,7,8,4,1.04355, 316,4062
7,7,8,4,0.794229, 326,3856
8,7,8,4,0.97912, 409,3954
9,7,8,4,1.00182, 411,3954
0,8,8,4,0.957092, 313,3876
1,8,8,4,0.978335, 372,3992
2,8,8,4,0.871113, 351,4006
3,8,8,4,1.09649, 446,4036
4,8,8,4,0.721689, 220,3858
5,8,8,4,0.986234, 315,3932
6,8,8,4,1.01368, 316,4062
7,8,8,4,0.848114, 326,3856
8,8,8,4,0.958503, 409,3954
9,8,8,4,0.850513, 411,3954
0,9,8,4,0.697688, 313,3876
1,9,8,4,0.833938, 372,3992
2,9,8,4,0.841578, 351,4006
3,9,8,4,0.887436, 446,4036
4,9,8,4,0.769037, 220,3858
5,9,8,4,0.957612, 315,3932
6,9,8,4,1.04733, 316,4062
7,9,8,4,0.794268, 326,3856
8,9,8,4,0.963044, 409,3954
9,9,8,4,0.885087, 411,3954
0,0,9,2,0.0609121, 790,32606| 126472
1,0,9,2,0.0604019, 975,35464| 140416
2,0,9,2,0.0613656, 994,36204| 143738
3,0,9,2,0.0661738, 1106,36834| 147668
4,0,9,2,0.0658185, 648,31346| 119878
5,0,9,2,0.0630343, 768,33730| 131222
6,0,9,2,0.0621192, 816,35746| 140300
7,0,9,2,0.0826354, 796,32084| 124766
8,0,9,2,0.0677948, 1226,36228| 145786
9,0,9,2,0.066354, 999,35586| 141360
0,1,9,2,0.0675507, 790,32606| 126472
1,1,9,2,0.0727415, 975,35464| 140416
2,1,9,2,0.0736139, 994,36204| 143738
3,1,9,2,0.0732346, 1106,36834| 147668
4,1,9,2,0.0581617, 648,31346| 119878
5,1,9,2,0.0597458, 768,33730| 131222
6,1,9,2,0.0621073, 816,35746| 140300
7,1,9,2,0.0656753, 796,32084| 124766
8,1,9,2,0.075923, 1226,36228| 145786
9,1,9,2,0.0602028, 999,35586| 141360
0,2,9,2,0.057704, 790,32606| 126472
1,2,9,2,0.0723541, 975,35464| 140416
2,2,9,2,0.0719128, 994,36204| 143738
3,2,9,2,0.0760863, 1106,36834| 147668
4,2,9,2,0.0585985, 648,31346| 119878
5,2,9,2,0.0627429, 768,33730| 131222
6,2,9,2,0.075922, 816,35746| 140300
7,2,9,2,0.0727305, 796,32084| 124766
8,2,9,2,0.0817175, 1226,36228| 145786
9,2,9,2,0.0773182, 999,35586| 141360
0,3,9,2,0.0692785, 790,32606| 126472
1,3,9,2,0.0719926, 975,35464| 140416
2,3,9,2,0.0688903, 994,36204| 143738
3,3,9,2,0.0645878, 1106,36834| 147668
4,3,9,2,0.0538414, 648,31346| 119878
5,3,9,2,0.0809734, 768,33730| 131222
6,3,9,2,0.0780332, 816,35746| 140300
7,3,9,2,0.054745, 796,32084| 124766
8,3,9,2,0.0792477, 1226,36228| 145786
9,3,9,2,0.0829692, 999,35586| 141360
0,4,9,2,0.0640559, 790,32606| 126472
1,4,9,2,0.101638, 975,35464| 140416
2,4,9,2,0.0693676, 994,36204| 143738
3,4,9,2,0.0658805, 1106,36834| 147668
4,4,9,2,0.0594349, 648,31346| 119878
5,4,9,2,0.0586805, 768,33730| 131222
6,4,9,2,0.148044, 816,35746| 140300
7,4,9,2,0.0585926, 796,32084| 124766
8,4,9,2,0.0772924, 1226,36228| 145786
9,4,9,2,0.061446, 999,35586| 141360
0,5,9,2,0.0557888, 790,32606| 126472
1,5,9,2,0.137478, 975,35464| 140416
2,5,9,2,0.134896, 994,36204| 143738
3,5,9,2,0.11346, 1106,36834| 147668
4,5,9,2,0.0822859, 648,31346| 119878
5,5,9,2,0.0626698, 768,33730| 131222
6,5,9,2,0.088954, 816,35746| 140300
7,5,9,2,0.100401, 796,32084| 124766
8,5,9,2,0.0713334, 1226,36228| 145786
9,5,9,2,0.0626233, 999,35586| 141360
0,6,9,2,0.0549531, 790,32606| 126472
1,6,9,2,0.0593684, 975,35464| 140416
2,6,9,2,0.147383, 994,36204| 143738
3,6,9,2,0.0661714, 1106,36834| 147668
4,6,9,2,0.0544312, 648,31346| 119878
5,6,9,2,0.0571361, 768,33730| 131222
6,6,9,2,0.0632269, 816,35746| 140300
7,6,9,2,0.101908, 796,32084| 124766
8,6,9,2,0.073503, 1226,36228| 145786
9,6,9,2,0.0654237, 999,35586| 141360
0,7,9,2,0.0646613, 790,32606| 126472
1,7,9,2,0.0697412, 975,35464| 140416
2,7,9,2,0.0738144, 994,36204| 143738
3,7,9,2,0.0810313, 1106,36834| 147668
4,7,9,2,0.0706956, 648,31346| 119878
5,7,9,2,0.075089, 768,33730| 131222
6,7,9,2,0.0698006, 816,35746| 140300
7,7,9,2,0.058202, 796,32084| 124766
8,7,9,2,0.0663948, 1226,36228| 145786
9,7,9,2,0.0688787, 999,35586| 141360
0,8,9,2,0.104982, 790,32606| 126472
1,8,9,2,0.0612442, 975,35464| 140416
2,8,9,2,0.0669522, 994,36204| 143738
3,8,9,2,0.0786033, 1106,36834| 147668
4,8,9,2,0.0634227, 648,31346| 119878
5,8,9,2,0.0706186, 768,33730| 131222
6,8,9,2,0.0696447, 816,35746| 140300
7,8,9,2,0.057466, 796,32084| 124766
8,8,9,2,0.0764008, 1226,36228| 145786
9,8,9,2,0.076894, 999,35586| 141360
0,9,9,2,0.0645812, 790,32606| 126472
1,9,9,2,0.0765865, 975,35464| 140416
2,9,9,2,0.0785341, 994,36204| 143738
3,9,9,2,0.0773931, 1106,36834| 147668
4,9,9,2,0.0612166, 648,31346| 119878
5,9,9,2,0.0630703, 768,33730| 131222
6,9,9,2,0.0643604, 816,35746| 140300
7,9,9,2,0.0573056, 796,32084| 124766
8,9,9,2,0.112543, 1226,36228| 145786
9,9,9,2,0.0613294, 999,35586| 141360
0,0,9,3,0.650567, 790,11242
1,0,9,3,0.728472, 975,11910
2,0,9,3,0.841881, 994,12106
3,0,9,3,0.629956, 1106,12222
4,0,9,3,1.03422, 648,11044
5,0,9,3,0.925975, 768,11572
6,0,9,3,1.10435, 816,12124
7,0,9,3,0.553447, 796,11102
8,0,9,3,0.884382, 1226,11906
9,0,9,3,0.647821, 999,11884
0,1,9,3,0.555931, 790,11242
1,1,9,3,1.22225, 975,11910
2,1,9,3,1.04652, 994,12106
3,1,9,3,1.06096, 1106,12222
4,1,9,3,0.553215, 648,11044
5,1,9,3,0.837116, 768,11572
6,1,9,3,0.762138, 816,12124
7,1,9,3,0.638164, 796,11102
8,1,9,3,1.03825, 1226,11906
9,1,9,3,1.20975, 999,11884
0,2,9,3,0.803221, 790,11242
1,2,9,3,0.610655, 975,11910
2,2,9,3,1.01709, 994,12106
3,2,9,3,0.592957, 1106,12222
4,2,9,3,0.865335, 648,11044
5,2,9,3,0.94509, 768,11572
6,2,9,3,1.18112, 816,12124
7,2,9,3,0.700676, 796,11102
8,2,9,3,0.689836, 1226,11906
9,2,9,3,0.956367, 999,11884
0,3,9,3,0.535073, 790,11242
1,3,9,3,1.00408, 975,11910
2,3,9,3,1.04745, 994,12106
3,3,9,3,1.14524, 1106,12222
4,3,9,3,0.556597, 648,11044
5,3,9,3,0.786376, 768,11572
6,3,9,3,0.835027, 816,12124
7,3,9,3,0.503287, 796,11102
8,3,9,3,1.11688, 1226,11906
9,3,9,3,0.98649, 999,11884
0,4,9,3,1.02145, 790,11242
1,4,9,3,0.700913, 975,11910
2,4,9,3,0.960615, 994,12106
3,4,9,3,0.672399, 1106,12222
4,4,9,3,0.513097, 648,11044
5,4,9,3,1.09984, 768,11572
6,4,9,3,1.02748, 816,12124
7,4,9,3,0.911415, 796,11102
8,4,9,3,0.757958, 1226,11906
9,4,9,3,0.922129, 999,11884
0,5,9,3,0.601504, 790,11242
1,5,9,3,0.601184, 975,11910
2,5,9,3,1.09349, 994,12106
3,5,9,3,1.13727, 1106,12222
4,5,9,3,0.932755, 648,11044
5,5,9,3,0.659415, 768,11572
6,5,9,3,1.00104, 816,12124
7,5,9,3,0.536116, 796,11102
8,5,9,3,0.646591, 1226,11906
9,5,9,3,1.12973, 999,11884
0,6,9,3,0.829517, 790,11242
1,6,9,3,0.988686, 975,11910
2,6,9,3,0.764817, 994,12106
3,6,9,3,1.00847, 1106,12222
4,6,9,3,0.560198, 648,11044
5,6,9,3,0.558678, 768,11572
6,6,9,3,1.16297, 816,12124
7,6,9,3,0.924382, 796,11102
8,6,9,3,1.0685, 1226,11906
9,6,9,3,0.723994, 999,11884
0,7,9,3,0.862207, 790,11242
1,7,9,3,0.723633, 975,11910
2,7,9,3,0.635528, 994,12106
3,7,9,3,0.997784, 1106,12222
4,7,9,3,0.891895, 648,11044
5,7,9,3,1.01342, 768,11572
6,7,9,3,0.737391, 816,12124
7,7,9,3,0.844655, 796,11102
8,7,9,3,0.734916, 1226,11906
9,7,9,3,0.631042, 999,11884
0,8,9,3,1.05059, 790,11242
1,8,9,3,1.0219, 975,11910
2,8,9,3,1.14506, 994,12106
3,8,9,3,0.659772, 1106,12222
4,8,9,3,0.984247, 648,11044
5,8,9,3,0.566018, 768,11572
6,8,9,3,0.799066, 816,12124
7,8,9,3,0.858211, 796,11102
8,8,9,3,0.863206, 1226,11906
9,8,9,3,1.11868, 999,11884
0,9,9,3,0.664043, 790,11242
1,9,9,3,0.901403, 975,11910
2,9,9,3,0.735911, 994,12106
3,9,9,3,0.710255, 1106,12222
4,9,9,3,1.03934, 648,11044
5,9,9,3,1.01718, 768,11572
6,9,9,3,1.13825, 816,12124
7,9,9,3,0.549122, 796,11102
8,9,9,3,0.668107, 1226,11906
9,9,9,3,0.471002, 999,11884
0,0,9,4,0.696112, 790,3876| 15118
1,0,9,4,0.940476, 975,3992| 15902
2,0,9,4,0.824492, 994,4006| 16112
3,0,9,4,0.828842, 1106,4036| 16258
4,0,9,4,0.842009, 648,3858| 14902
5,0,9,4,0.984696, 768,3932| 15504
6,0,9,4,0.991269, 816,4062| 16186
7,0,9,4,0.806269, 796,3856| 14958
8,0,9,4,0.972308, 1226,3954| 15860
9,0,9,4,0.862993, 999,3954| 15838
0,1,9,4,0.887538, 790,3876| 15118
1,1,9,4,1.01647, 975,3992| 15902
2,1,9,4,0.99162, 994,4006| 16112
3,1,9,4,0.982574, 1106,4036| 16258
4,1,9,4,0.856484, 648,3858| 14902
5,1,9,4,0.803471, 768,3932| 15504
6,1,9,4,1.06316, 816,4062| 16186
7,1,9,4,0.830657, 796,3856| 14958
8,1,9,4,1.06466, 1226,3954| 15860
9,1,9,4,0.924461, 999,3954| 15838
0,2,9,4,0.839402, 790,3876| 15118
1,2,9,4,0.876879, 975,3992| 15902
2,2,9,4,0.952142, 994,4006| 16112
3,2,9,4,1.09391, 1106,4036| 16258
4,2,9,4,0.85628, 648,3858| 14902
5,2,9,4,0.818309, 768,3932| 15504
6,2,9,4,1.00335, 816,4062| 16186
7,2,9,4,0.757537, 796,3856| 14958
8,2,9,4,0.959559, 1226,3954| 15860
9,2,9,4,1.04679, 999,3954| 15838
0,3,9,4,0.899652, 790,3876| 15118
1,3,9,4,0.918904, 975,3992| 15902
2,3,9,4,0.929067, 994,4006| 16112
3,3,9,4,1.00557, 1106,4036| 16258
4,3,9,4,0.8258, 648,3858| 14902
5,3,9,4,0.964583, 768,3932| 15504
6,3,9,4,1.04372, 816,4062| 16186
7,3,9,4,0.843181, 796,3856| 14958
8,3,9,4,0.921908, 1226,3954| 15860
9,3,9,4,0.93199, 999,3954| 15838
0,4,9,4,0.823105, 790,3876| 15118
1,4,9,4,1.04009, 975,3992| 15902
2,4,9,4,1.02446, 994,4006| 16112
3,4,9,4,1.0337, 1106,4036| 16258
4,4,9,4,0.732711, 648,3858| 14902
5,4,9,4,0.927671, 768,3932| 15504
6,4,9,4,0.88837, 816,4062| 16186
7,4,9,4,0.851629, 796,3856| 14958
8,4,9,4,1.09597, 1226,3954| 15860
9,4,9,4,0.943095, 999,3954| 15838
0,5,9,4,0.880126, 790,3876| 15118
1,5,9,4,0.919316, 975,3992| 15902
2,5,9,4,0.90732, 994,4006| 16112
3,5,9,4,1.05881, 1106,4036| 16258
4,5,9,4,0.827994, 648,3858| 14902
5,5,9,4,0.976141, 768,3932| 15504
6,5,9,4,0.970697, 816,4062| 16186
7,5,9,4,0.780664, 796,3856| 14958
8,5,9,4,0.945812, 1226,3954| 15860
9,5,9,4,0.931654, 999,3954| 15838
0,6,9,4,0.854994, 790,3876| 15118
1,6,9,4,0.958406, 975,3992| 15902
2,6,9,4,0.99738, 994,4006| 16112
3,6,9,4,0.960244, 1106,4036| 16258
4,6,9,4,0.866118, 648,3858| 14902
5,6,9,4,0.797559, 768,3932| 15504
6,6,9,4,1.05058, 816,4062| 16186
7,6,9,4,0.814096, 796,3856| 14958
8,6,9,4,0.960473, 1226,3954| 15860
9,6,9,4,0.957938, 999,3954| 15838
0,7,9,4,0.832433, 790,3876| 15118
1,7,9,4,0.923549, 975,3992| 15902
2,7,9,4,0.879879, 994,4006| 16112
3,7,9,4,1.14692, 1106,4036| 16258
4,7,9,4,0.885918, 648,3858| 14902
5,7,9,4,0.905293, 768,3932| 15504
6,7,9,4,0.960032, 816,4062| 16186
7,7,9,4,0.859102, 796,3856| 14958
8,7,9,4,0.87154, 1226,3954| 15860
9,7,9,4,0.960426, 999,3954| 15838
0,8,9,4,0.928904, 790,3876| 15118
1,8,9,4,1.032, 975,3992| 15902
2,8,9,4,0.906237, 994,4006| 16112
3,8,9,4,1.11311, 1106,4036| 16258
4,8,9,4,0.775246, 648,3858| 14902
5,8,9,4,0.986949, 768,3932| 15504
6,8,9,4,1.0032, 816,4062| 16186
7,8,9,4,0.908802, 796,3856| 14958
8,8,9,4,0.901504, 1226,3954| 15860
9,8,9,4,1.03314, 999,3954| 15838
0,9,9,4,0.825026, 790,3876| 15118
1,9,9,4,0.900368, 975,3992| 15902
2,9,9,4,1.01687, 994,4006| 16112
3,9,9,4,1.19846, 1106,4036| 16258
4,9,9,4,0.8022, 648,3858| 14902
5,9,9,4,0.873444, 768,3932| 15504
6,9,9,4,1.03882, 816,4062| 16186
7,9,9,4,0.73472, 796,3856| 14958
8,9,9,4,1.06733, 1226,3954| 15860
9,9,9,4,1.01056, 999,3954| 15838
0,0,10,2,0.05879, 1973,93866
1,0,10,2,0.0649292, 2513,104952
2,0,10,2,0.067893, 2704,107534
3,0,10,2,0.0674815, 3133,110834
4,0,10,2,0.0741532, 1624,88532
5,0,10,2,0.0541365, 2174,97492
6,0,10,2,0.0614703, 2332,104554
7,0,10,2,0.0754642, 2103,92682
8,0,10,2,0.0838168, 3227,109558
9,0,10,2,0.0600584, 2652,105774
0,1,10,2,0.0679231, 1973,93866
1,1,10,2,0.0769784, 2513,104952
2,1,10,2,0.116304, 2704,107534
3,1,10,2,0.0705066, 3133,110834
4,1,10,2,0.0585334, 1624,88532
5,1,10,2,0.0583177, 2174,97492
6,1,10,2,0.0573332, 2332,104554
7,1,10,2,0.131613, 2103,92682
8,1,10,2,0.0851839, 3227,109558
9,1,10,2,0.0698929, 2652,105774
0,2,10,2,0.0553849, 1973,93866
1,2,10,2,0.0598423, 2513,104952
2,2,10,2,0.171979, 2704,107534
3,2,10,2,0.118174, 3133,110834
4,2,10,2,0.0501974, 1624,88532
5,2,10,2,0.0546336, 2174,97492
6,2,10,2,0.0570903, 2332,104554
7,2,10,2,0.0562711, 2103,92682
8,2,10,2,0.0617664, 3227,109558
9,2,10,2,0.0630713, 2652,105774
0,3,10,2,0.0538163, 1973,93866
1,3,10,2,0.061909, 2513,104952
2,3,10,2,0.0641644, 2704,107534
3,3,10,2,0.0687611, 3133,110834
4,3,10,2,0.0540154, 1624,88532
5,3,10,2,0.0572112, 2174,97492
6,3,10,2,0.0603499, 2332,104554
7,3,10,2,0.0548666, 2103,92682
8,3,10,2,0.0640664, 3227,109558
9,3,10,2,0.0718944, 2652,105774
0,4,10,2,0.0557969, 1973,93866
1,4,10,2,0.0656285, 2513,104952
2,4,10,2,0.0643096, 2704,107534
3,4,10,2,0.0676346, 3133,110834
4,4,10,2,0.0543075, 1624,88532
5,4,10,2,0.0603931, 2174,97492
6,4,10,2,0.110278, 2332,104554
7,4,10,2,0.0588872, 2103,92682
8,4,10,2,0.0735166, 3227,109558
9,4,10,2,0.0943925, 2652,105774
0,5,10,2,0.146019, 1973,93866
1,5,10,2,0.0627117, 2513,104952
2,5,10,2,0.0622084, 2704,107534
3,5,10,2,0.0643568, 3133,110834
4,5,10,2,0.0499513, 1624,88532
5,5,10,2,0.0541191, 2174,97492
6,5,10,2,0.0571969, 2332,104554
7,5,10,2,0.0536625, 2103,92682
8,5,10,2,0.164885, 3227,109558
9,5,10,2,0.0605922, 2652,105774
0,6,10,2,0.0532773, 1973,93866
1,6,10,2,0.0599148, 2513,104952
2,6,10,2,0.060056, 2704,107534
3,6,10,2,0.0608723, 3133,110834
4,6,10,2,0.0497916, 1624,88532
5,6,10,2,0.0584967, 2174,97492
6,6,10,2,0.0620487, 2332,104554
7,6,10,2,0.0528102, 2103,92682
8,6,10,2,0.0642788, 3227,109558
9,6,10,2,0.0739717, 2652,105774
0,7,10,2,0.0640647, 1973,93866
1,7,10,2,0.0857399, 2513,104952
2,7,10,2,0.127368, 2704,107534
3,7,10,2,0.105398, 3133,110834
4,7,10,2,0.0621631, 1624,88532
5,7,10,2,0.104014, 2174,97492
6,7,10,2,0.112095, 2332,104554
7,7,10,2,0.0854845, 2103,92682
8,7,10,2,0.100742, 3227,109558
9,7,10,2,0.100902, 2652,105774
0,8,10,2,0.0982277, 1973,93866
1,8,10,2,0.110427, 2513,104952
2,8,10,2,0.10271, 2704,107534
3,8,10,2,0.102427, 3133,110834
4,8,10,2,0.0888009, 1624,88532
5,8,10,2,0.067347, 2174,97492
6,8,10,2,0.10187, 2332,104554
7,8,10,2,0.0789661, 2103,92682
8,8,10,2,0.117807, 3227,109558
9,8,10,2,0.110799, 2652,105774
0,9,10,2,0.102741, 1973,93866
1,9,10,2,0.104039, 2513,104952
2,9,10,2,0.101629, 2704,107534
3,9,10,2,0.104691, 3133,110834
4,9,10,2,0.0914602, 1624,88532
5,9,10,2,0.0998471, 2174,97492
6,9,10,2,0.0930331, 2332,104554
7,9,10,2,0.0672035, 2103,92682
